동물,고양이
동물,강아지
동물,토끼
동물,사자
동물,호랑이
동물,코끼리
동물,기린
동물,원숭이
동물,판다
동물,펭귄
동물,돌고래
동물,상어
동물,문어
동물,거북이
동물,개구리
동물,나비
동물,벌
동물,부엉이
동물,참새
동물,여우
동물,늑대
동물,돼지
동물,소
동물,말
동물,양
동물,염소
동물,닭
동물,독수리
동물,두루미
동물,하마
동물,코뿔소
동물,캥거루
동물,코알라
동물,치타
동물,표범
동물,물개
동물,바다사자
동물,수달
동물,다람쥐
동물,고래
음식,피자
음식,햄버거
음식,치킨
음식,떡볶이
음식,라면
음식,김밥
음식,초밥
음식,파스타
음식,샐러드
음식,불고기
음식,비빔밥
음식,만두
음식,김치
음식,탕수육
음식,케이크
음식,쿠키
음식,도넛
음식,아이스크림
음식,사과
음식,바나나
음식,잡채
음식,갈비
음식,삼겹살
음식,순두부찌개
음식,김치찌개
음식,된장찌개
음식,쌈밥
음식,냉면
음식,비빔국수
음식,칼국수
음식,호떡
음식,붕어빵
음식,떡갈비
음식,계란말이
음식,쭈꾸미볶음
음식,감자튀김
음식,핫도그
음식,김치전
음식,해물파전
음식,토스트
사물,연필
사물,지우개
사물,책
사물,가방
사물,자
사물,가위
사물,컵
사물,접시
사물,시계
사물,안경
사물,의자
사물,책상
사물,침대
사물,컴퓨터
사물,키보드
사물,마우스
사물,전화기
사물,모니터
사물,우산
사물,달력
사물,손전등
사물,리모컨
사물,칫솔
사물,빗
사물,우체통
사물,쓰레기통
사물,열쇠
사물,볼펜
사물,노트
사물,이어폰
사물,카메라
사물,거울
사물,텐트
사물,배터리
사물,충전기
사물,도장
사물,분리수거봉투
사물,젓가락
사물,포스트잇
사물,테이프
장소,학교
장소,병원
장소,은행
장소,도서관
장소,공원
장소,해변
장소,산
장소,동물원
장소,수족관
장소,식당
장소,카페
장소,영화관
장소,놀이공원
장소,집
장소,아파트
장소,역
장소,공항
장소,도로
장소,다리
장소,터널
장소,시장
장소,마트
장소,편의점
장소,체육관
장소,미술관
장소,박물관
장소,경기장
장소,버스정류장
장소,지하철역
장소,놀이터
장소,공장
장소,사무실
장소,회의실
장소,옥상
장소,주차장
장소,서점
장소,빵집
장소,노을공원
장소,한강
장소,캠핑장
놀이,축구
놀이,야구
놀이,농구
놀이,배구
놀이,테니스
놀이,탁구
놀이,배드민턴
놀이,수영
놀이,줄넘기
놀이,숨바꼭질
놀이,술래잡기
놀이,그네
놀이,시소
놀이,미끄럼틀
놀이,보드게임
놀이,퍼즐
놀이,로봇
놀이,카드
놀이,팽이
놀이,윷놀이
놀이,자전거
놀이,스케이트
놀이,킥보드
놀이,눈싸움
놀이,모래성쌓기
놀이,연날리기
놀이,제기차기
놀이,피구
놀이,오목
놀이,장기
놀이,체스
놀이,퍼즐큐브
놀이,딱지치기
놀이,풍선터뜨리기
놀이,박스썰매
놀이,방방
놀이,사방치기
놀이,팔씨름
놀이,팔찌만들기
놀이,스캐빈저헌트
직업,선생님
직업,의사
직업,간호사
직업,경찰
직업,소방관
직업,요리사
직업,가수
직업,배우
직업,운동선수
직업,화가
직업,작가
직업,과학자
직업,엔지니어
직업,프로그래머
직업,디자이너
직업,건축가
직업,파일럿
직업,유튜버
직업,군인
직업,농부
직업,제빵사
직업,바리스타
직업,사진가
직업,기자
직업,약사
직업,수의사
직업,판사
직업,변호사
직업,회계사
직업,번역가
직업,댄서
직업,게임개발자
직업,애니메이터
직업,데이터분석가
직업,마케터
직업,UX디자이너
직업,PM
직업,승무원
직업,해양구조대원
직업,환경미화원
자연,해
자연,달
자연,별
자연,구름
자연,비
자연,눈
자연,바람
자연,무지개
자연,꽃
자연,나무
자연,바다
자연,강
자연,호수
자연,폭포
자연,섬
자연,산
자연,화산
자연,사막
자연,동굴
자연,언덕
자연,계곡
자연,들판
자연,초원
자연,빙하
자연,해일
자연,파도
자연,이끼
자연,모래
자연,단풍
자연,해무
자연,서리
자연,안개
자연,천둥
자연,번개
자연,별똥별
자연,오로라
자연,자갈
자연,진흙
자연,고드름
자연,샘물
속담,식은 죽 먹기
속담,구슬이 서 말이라도 꿰어야 보배
속담,가는 말이 고와야 오는 말이 곱다
속담,백지장도 맞들면 낫다
속담,고래 싸움에 새우 등 터진다
속담,개구리 올챙이 적 생각 못한다
속담,원숭이도 나무에서 떨어진다
속담,티끌 모아 태산
속담,돌다리도 두들겨 보고 건너라
속담,호랑이 굴에 가야 호랑이 새끼를 잡는다
속담,호미로 막을 것을 가래로 막는다
속담,가는 날이 장날
속담,등잔 밑이 어둡다
속담,세 살 버릇 여든까지 간다
속담,초지일관
속담,바늘 도둑이 소 도둑 된다
속담,빈 수레가 요란하다
속담,달걀로 바위 치기
속담,누워서 떡 먹기
속담,고생 끝에 낙이 온다
속담,남의 떡이 더 커 보인다
속담,뛰는 놈 위에 나는 놈 있다
속담,말 한마디에 천 냥 빚 갚는다
속담,우물 안 개구리
속담,열 번 찍어 안 넘어가는 나무 없다
속담,하나만 알고 둘은 모른다
속담,꿩 먹고 알 먹기
속담,그림의 떡
속담,땅 짚고 헤엄치기
속담,산 넘어 산
속담,소 잃고 외양간 고친다
속담,아니 땐 굴뚝에 연기 나랴
속담,믿는 도끼에 발등 찍힌다
속담,궁하면 통한다
속담,벼는 익을수록 고개를 숙인다
속담,백문이 불여일견
속담,낫 놓고 기역자도 모른다
속담,돌다리도 두들겨라
속담,윗물이 맑아야 아랫물이 맑다
속담,사공이 많으면 배가 산으로 간다

